Page URL,Load Time (ms)
https://www.google.com/,3588
https://www.google.com/,3592
https://www.google.com/,1096
https://www.google.com/,1095
https://www.google.com/,1086
https://www.google.com/,831
https://www.google.com/,993
https://www.google.com/,893
https://www.google.com/,1157
https://www.google.com/,1103
